Movie Title,Movie Rating,Movie Votings,Movie Durations,Genres
The Captives,3.5, (65),1h 13m,Action
The Last Chainsaw Massacre,4.0, (38),1h 15m,Action
Dangerous Boys 2,5.7, (8),1h 55m,Action
Stranded Pearl,6.0, (27),1h 30m,Action
The Correct Way of Youth,9.3, (779),1h 30m,Action
Killer Ex,3.9, (52),1h 34m,Action
Emanet,7.9, (28),1h 37m,Action
Cholo Zombies,4.7, (101),1h 36m,Action
Jathara,8.0, (1K),2h 9m,Action
Villain - Life of a Gangster,8.9, (156),2h 21m,Action
Hitler,5.2, (301),2h 8m,Action
Nintama Rantaro Dokutake Ninja-tai Saikyou no Gunshi,6.8, (14),1h 30m,Action
Breaking Tradition,7.3, (21),1h 27m,Action
Death Bitch,7.5, (19),1h 28m,Action
Naa Saami Ranga,4.5, (1.2K),2h 30m,Action
The Burden of Nine Lives,4.8, (100),1h 56m,Action
Ameena,6.3, (18),1h 47m,Action
Hain,2.9, (45),1h 35m,Action
Viswam,4.3, (628),2h 35m,Action
Dhaaak,8.6, (24),2h 8m,Action
Major Grom: The Game,6.1, (1.8K),2h 48m,Action
Brattt,4.7, (66),1h 57m,Action
Nothing Unusual,9.7, (11),1h 32m,Action
Speed 220,6.8, (1K),1h 54m,Action
Rocky and Bullwinkle,9.6, (10),1h 40m,Action
The Escapee 3: The Final Escape,2.7, (63),1h 23m,Action
Kamen Rider Geats: Jyamato Awaking,7.9, (69),54m,Action
Sith Wars: Episódio III - Fantasmas Dos Sith,8.8, (111),1h 39m,Action
Rock 'n' Roll Ringo,6.4, (52),1h 41m,Action
Yakuza Girl,2.3, (65),1h 22m,Action
Death Game,5.2, (14),1h 27m,Action
Bhimaa,5.1, (1.2K),2h 21m,Action
Joachim and the Apocalypse,7.2, (12),1h 30m,Action
Jorge da Capadócia,6.4, (128),1h 59m,Action
Joshua: Imai Pol Kaka,4.5, (583),2h 10m,Action
Telekinesis,5.9, (59),1h 46m,Action
Hakkenden,5.8, (70),2h 29m,Action
Soodhu Kavvum 2: Naatum Naatu Makkalum,3.7, (195),2h 9m,Action
Kamen Rider Gotchard: The Future Daybreak,8.0, (66),1h 3m,Action
Halloween: Mal Eterno,8.3, (223),50m,Action
Spider-Man: Final Swing,8.4, (10),2h 33m,Action
Tariq,6.9, (15),2h 2m,Action
Virunnu,7.9, (875),2h 5m,Action
Wolf Warriors,8.1, (17),Not Rated,Action
Weapon,5.5, (5.5K),2h,Action
Fights Break Sphere 3,4.7, (8),1h 21m,Action
Genis Aile 4: Cevahir & Ulvi,6.9, (53),1h 30m,Action
Usire Usire,7.5, (1.1K),2h 31m,Action
Love You as the World Ends Final,6.5, (36),1h 55m,Action
Harom Hara,7.7, (3K),2h 34m,Action
Sunfall,2.5, (23),1h 14m,Action
Haraa,5.5, (2.9K),2h 16m,Action
"Silex and the City, le film",4.9, (47),1h 17m,Action
Tales Beyond the Galaxy,5.5, (146),1h 16m,Action
Jigar,7.1, (18),2h 2m,Action
The Worlds Divide,8.0, (36),2h,Action
The Yoshi Movie,7.7, (12),1h 45m,Action
Gangs of Godavari,5.0, (898),2h 45m,Action
Hell City,9.1, (25),1h 30m,Action
Dead Hand,4.1, (75),1h 32m,Action
SCP: The Infinite Mission,7.0, (11),16+,Action
Dünya Mali: Eksi Bir,7.2, (15),2h 13m,Action
Mega Twister,2.5, (49),1h 15m,Action
Indrani: Epic-1 Dharam vs Karam,7.6, (1.1K),2h 37m,Action
The Very Last Christmas,8.5, (10),1h 15m,Action
Pariah Volume 1: Every Street Dog Has a Name,6.9, (382),2h 18m,Action
Die Chaosschwestern und Pinguin Paul,5.6, (65),1h 40m,Action
Onsen shâku,6.4, (9),1h 10m,Action
Marine Drive,9.5, (48),1h 45m,Action
Reeza GTR,7.4, (14),1h 31m,Action
Inanimate Insanity II: The Movie,8.9, (224),1h 46m,Action
The Journey of Flower,3.9, (25),1h 37m,Action
Dr. Jason II - Lights & Shadows,5.5, (277),1h 2m,Action
Played,6.2, (11),1h 36m,Action
Surge of Power: Where There's Smoke,7.3, (12),1h 8m,Action
Yao Shen Ling,6.7, (66),1h 33m,Action
Faster: Only one lap,7.1, (23),1h 30m,Action
Gravediggers,6.6, (26),1h 31m,Action
Lorry Chapter-1,5.7, (2.4K),3h 3m,Action
Game On,5.3, (2.3K),2h 20m,Action
Tokusou Sentai Dekaranger 20th: Fireball Booster,7.1, (29),50m,Action
Agent 86,6.7, (6),1h 27m,Action
Shadows of Betrayal: Chronicles of Ian Blair,7.3, (12),1h 5m,Action
Chhota Bheem and the Curse of Damyaan,4.8, (2.3K),2h 25m,Action
Krishnamma,6.2, (362),2h 18m,Action
Athhoi,8.0, (133),2h 38m,Action
Di Renjie: Tongtian xuan an,7.2, (15),1h 25m,Action
The Heist,6.9, (2K),2h,Action
Thankamani,4.6, (229),2h 36m,Action
Operation Star,7.6, (23),1h 42m,Action
Chinatown Chacha,5.1, (55),1h 43m,Action
Hope & Glory,6.6, (142),44m,Action
Runner,5.5, (45),1h 30m,Action
Kill the Children first,7.8, (25),1h 46m,Action
Supplier Shankara,9.3, (69),2h 43m,Action
Jiwa 8 Belas,5.0, (19),1h 26m,Action
Vey Dharuvey,6.5, (2.3K),2h 7m,Action
The SML YTP Movie 2: Dimension Trouble,8.3, (13),1h 34m,Action
Charlotte Link - Ohne Schuld,5.5, (41),1h 29m,Action
Pusaka,6.4, (31),1h 30m,Action
Too Little Too Late,5.5, (8),1h 6m,Action
Oversteer,4.7, (17),1h 26m,Action
Mirg,6.3, (35),1h 23m,Action
E-mail,5.4, (805),1h 59m,Action
The Mystery of Humanoid Puppet,6.7, (60),1h 28m,Action
Itutumba ka ng tatay ko,5.7, (28),1h 49m,Action
Useful Idiots,7.8, (13),1h 32m,Action
Dheera Bhagat Roy,7.8, (1.1K),2h 30m,Action
Cholay,8.6, (53),1h,Action
Hocus Focus,7.9, (19),1h 25m,Action
Kade,6.5, (15),1h 32m,Action
Achilles Curse and the Curse of Treasure,7.4, (24),2h 5m,Action
